data_year,gp_code,gp_name,gp_score,institution_id,institution_acr,author_name,phd_year,regime_trabalho,carga_horaria,lattes_cv_link,author_id,productivity_grant,productivity_grant_type,phd_institution_id,phd_institution_name,phd_gp_code,phd_supervisor_id,phd_supervisor_name,works_count,cite_count,2yr_mean_citedness,h_index,i10_index,longitude,latitude,state,region
2022,25001019004P6,CC,7,I25112270,UFPE,DJAMEL FAWZI HADJ SADOK,1990,Dedicação Exclusiva,20,http://lattes.cnpq.br/3776300004312848,A5014967408,True,PQ1C,I20581793,University of Kent,,A5062955105,Peter F Linington,289,2775,1.9210526315789473,22,64,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,DIVANILSON RODRIGO DE SOUSA CAMPELO,2006,Dedicação Exclusiva,20,http://lattes.cnpq.br/9838400375894439,A5078125093,True,PQ2,I181391015,Universidade Estadual de Campinas,33003017021P3,A5029457205,Helio Waldman,75,944,6.0,13,18,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,DANIEL CARVALHO DA CUNHA,2006,Dedicação Exclusiva,20,http://lattes.cnpq.br/8971986984647323,A5083660321,False,,I181391015,Universidade Estadual de Campinas,33003017021P3,A5065405335,Jaime Portugheis,3,49,0.0,2,1,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,CLEBER ZANCHETTIN,2008,Dedicação Exclusiva,30,http://lattes.cnpq.br/1244195230407619,A5086345001,True,DT2,I25112270,Universidade Federal de Pernambuco,25001019004P6,A5025550530,Teresa Bernarda Ludermir,159,1113,1.7179487179487178,15,33,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,CARLOS ANDRE GUIMARAES FERRAZ,1995,Dedicação Exclusiva,20,http://lattes.cnpq.br/7716805104151473,A5006734190,False,,I20581793,University of Kent,,A5062955105,Peter Frederic Linington,78,657,2.2857142857142856,9,11,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,CARLOS ALEXANDRE BARROS DE MELLO,2002,Dedicação Exclusiva,20,http://lattes.cnpq.br/2248591013863307,A5076072634,True,PQ2,I25112270,Universidade Federal de Pernambuco,25001019004P6,A5042210961,Rafael Dueire Lins,95,649,1.25,14,22,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,CARINA FROTA ALVES,2005,Dedicação Exclusiva,20,http://lattes.cnpq.br/7752481318432762,A5051034404,False,,I45129253,University College London,,A5043269024,Anthony Finkelstein,86,802,1.625,13,21,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,BRENO ALEXANDRO FERREIRA DE MIRANDA,2016,Dedicação Exclusiva,20,http://lattes.cnpq.br/0311224988123909,A5064360478,False,,I108290504,Universitá di Pisa,,A5061991704,Antonia Bertolino,62,511,2.0,14,20,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,AUGUSTO CEZAR ALVES SAMPAIO,2013,Dedicação Exclusiva,40,http://lattes.cnpq.br/3977760354511853,A5041930802,True,PQ1A,I40120149,University of Oxford,,A5052847689,Charles A. R. Hoare,154,1730,1.0,19,53,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ANJOLINA GRISI DE OLIVEIRA,2001,Dedicação Exclusiva,40,http://lattes.cnpq.br/9932708325371272,A5061878202,False,,I25112270,Universidade Federal de Pernambuco,25001019004P6,A5084128763,Ruy Jose' Guerra Barretto de Queiroz,55,296,1.5,8,6,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ANDRE LUIS DE MEDEIROS SANTOS,1995,Dedicação Exclusiva,40,http://lattes.cnpq.br/0084300900034108,A5026301882,False,,I7882870,University of Glasgow,,A5072362603,Simon L Peyton-Jones,106,1039,1.0,13,24,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ANA CAROLINA BRANDAO SALGADO,2012,Dedicação Exclusiva,10,http://lattes.cnpq.br/1095193209251351,A5006349492,False,,I4387154757,Université de Nice Sophia Antipolis,,A5035007697,Serge Miranda,1,1,1.0,1,0,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ALUIZIO FAUSTO RIBEIRO ARAUJO,1993,Dedicação Exclusiva,40,http://lattes.cnpq.br/8715023255304328,A5090740684,True,PQ1C,I162608824,University of Sussex,,A5055198799,Bruce Katz,149,1299,5.111111111111111,17,38,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ALEXANDRE MARCOS LINS DE VASCONCELOS,1993,Dedicação Exclusiva,20,http://lattes.cnpq.br/0504332643175649,A5054131342,False,,I52099693,University of York,,A5025927902,John Alexandre McDermid,108,355,0.16666666666666666,10,12,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ALEXANDRE CABRAL MOTA,2001,Dedicação Exclusiva,40,http://lattes.cnpq.br/2794026545404598,A5074182733,True,PQ2,I25112270,Universidade Federal de Pernambuco,25001019004P6,A5041930802,Augusto Cézar Alves Sampaio,154,1068,0.5,17,30,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ALEX SANDRO GOMES,1999,Dedicação Exclusiva,20,http://lattes.cnpq.br/7188784344595649,A5011713301,True,DT1D,I4387156284,Université Paris Descartes,,A5063693849,Prof Dr. Gérard Vergnaud,307,2908,2.4285714285714284,19,36,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ADRIANO LORENA INACIO DE OLIVEIRA,2004,Dedicação Exclusiva,10,http://lattes.cnpq.br/5194381227316437,A5100615438,True,PQ1D,I25112270,Universidade Federal de Pernambuco,25001019004P6,A5003805293,Prof. Silvio Romero de Lemos Meira,192,2968,2.130434782608696,24,69,-34.88111,-8.05389,PE,"Nordeste
"
2022,25001019004P6,CC,7,I25112270,UFPE,ADIEL TEIXEIRA DE ALMEIDA FILHO,2008,Dedicação Exclusiva,20,http://lattes.cnpq.br/9944976090960730,A5083100474,True,PQ2,I25112270,Universidade Federal de Pernambuco,25001019021P8,A5045447418,Ana Paula Cabral Seixas da Costa,107,1354,4.083333333333333,17,24,-34.88111,-8.05389,PE,"Nordeste
"
